"act_name","section_name","section_id"
"The Indian Penal Code","Section 361(Manipur) in The Indian Penal Code",67353448
"The Indian Penal Code","Section 363A(1) in The Indian Penal Code",132183
"The Indian Penal Code","Section 363A(3) in The Indian Penal Code",214579
"The Indian Penal Code","Section 363A(4)(a)(i) in The Indian Penal Code",1849691
"The Indian Penal Code","Section 363A(4)(a)(iv) in The Indian Penal Code",1645777
"The Indian Penal Code","Section 363A(4)(b)(ii) in The Indian Penal Code",569154
"The Indian Penal Code","Section 364(b) in The Indian Penal Code",1687720
"The Indian Penal Code","Section 366 in The Indian Penal Code",796352
"The Indian Penal Code","Section 368 in The Indian Penal Code",1629021
"The Indian Penal Code","Section 372 in The Indian Penal Code",1938563
"The Indian Penal Code","Section 375 in The Indian Penal Code",623254
"The Indian Penal Code","Section 375(Thirdly) in The Indian Penal Code",159488347
"The Indian Penal Code","Section 375(Fifthly) in The Indian Penal Code",62890944
"The Indian Penal Code","Section 375(Manipur) in The Indian Penal Code",37191634
"The Indian Penal Code","Section 376(1) in The Indian Penal Code",455161
"The Indian Penal Code","Section 376(2)(a)(ii) in The Indian Penal Code",1750686
"The Indian Penal Code","Section 376(2)(c) in The Indian Penal Code",907057
"The Indian Penal Code","Section 376(2)(f) in The Indian Penal Code",334057
"The Indian Penal Code","Section 376B in The Indian Penal Code",396
"The Indian Penal Code","Section 377 in The Indian Penal Code",1836974
"The Indian Penal Code","Section 378(b) in The Indian Penal Code",1937575
"The Indian Penal Code","Section 378(e) in The Indian Penal Code",1449508
"The Indian Penal Code","Section 378(h) in The Indian Penal Code",1906786
"The Indian Penal Code","Section 378(j) in The Indian Penal Code",817211
"The Indian Penal Code","Section 378(n) in The Indian Penal Code",224425
"The Indian Penal Code","Section 379 in The Indian Penal Code",1101188
"The Indian Penal Code","Section 382(a) in The Indian Penal Code",617348
"The Indian Penal Code","Section 383 in The Indian Penal Code",262864
"The Indian Penal Code","Section 383(c) in The Indian Penal Code",44924
"The Indian Penal Code","Section 386 in The Indian Penal Code",1183069
"The Indian Penal Code","Section 390(b) in The Indian Penal Code",751022
"The Indian Penal Code","Section 390(e) in The Indian Penal Code",170267283
"The Indian Penal Code","Section 394 in The Indian Penal Code",764237
"The Indian Penal Code","Section 397 in The Indian Penal Code",1865117
"The Indian Penal Code","Section 401 in The Indian Penal Code",986100
"The Indian Penal Code","Section 403(b) in The Indian Penal Code",620116
"The Indian Penal Code","Section 403(e) in The Indian Penal Code",1049597
"The Indian Penal Code","Section 404 in The Indian Penal Code",341288
"The Indian Penal Code","Section 405(f) in The Indian Penal Code",633004
"The Indian Penal Code","Section 413 in The Indian Penal Code",1976294
"The Indian Penal Code","Section 415(e) in The Indian Penal Code",536973
"The Indian Penal Code","Section 415(h) in The Indian Penal Code",507065
"The Indian Penal Code","Section 418 in The Indian Penal Code",1359568
"The Indian Penal Code","Section 422 in The Indian Penal Code",1334254
"The Indian Penal Code","Section 425(c) in The Indian Penal Code",1575839
"The Indian Penal Code","Section 425(f) in The Indian Penal Code",906977
"The Indian Penal Code","Section 430 in The Indian Penal Code",1605376
"The Indian Penal Code","Section 433 in The Indian Penal Code",1574686
"The Indian Penal Code","Section 440 in The Indian Penal Code",1018161
"The Indian Penal Code","Section 442 in The Indian Penal Code",691024
"The Indian Penal Code","Section 445(Thirdly) in The Indian Penal Code",192235759
"The Indian Penal Code","Section 445(Fifthly) in The Indian Penal Code",74635041
"The Indian Penal Code","Section 445(Sixthly)(e) in The Indian Penal Code",76400820
"The Indian Penal Code","Section 447 in The Indian Penal Code",162506
"The Indian Penal Code","Section 451 in The Indian Penal Code",513777
"The Indian Penal Code","Section 460 in The Indian Penal Code",1586755
"The Indian Penal Code","Section 463 in The Indian Penal Code",1328629
"The Indian Penal Code","Section 464(c) in The Indian Penal Code",1282464
"The Indian Penal Code","Section 464(d) in The Indian Penal Code",1297415
"The Indian Penal Code","Section 464(g) in The Indian Penal Code",1637195
"The Indian Penal Code","Section 464(b) in The Indian Penal Code",464774
"The Indian Penal Code","Section 467 in The Indian Penal Code",1985627
"The Indian Penal Code","Section 470 in The Indian Penal Code",1991013
"The Indian Penal Code","Section 474 in The Indian Penal Code",756306
"The Indian Penal Code","Section 480 in The Indian Penal Code",1727683
"The Indian Penal Code","Section 485 in The Indian Penal Code",1859458
"The Indian Penal Code","Section 486(c) in The Indian Penal Code",641636
"The Indian Penal Code","Section 489C in The Indian Penal Code",257920
"The Indian Penal Code","Section 489E(1) in The Indian Penal Code",1921711
"The Indian Penal Code","Section 493 in The Indian Penal Code",1595149
"The Indian Penal Code","Section 498 in The Indian Penal Code",1868826
"The Indian Penal Code","Section 499 in The Indian Penal Code",1041742
"The Indian Penal Code","Section 499(b) in The Indian Penal Code",861837
"The Indian Penal Code","Section 499(b) in The Indian Penal Code",861837
"The Indian Penal Code","Section 499(c) in The Indian Penal Code",766990
"The Indian Penal Code","Section 499(e) in The Indian Penal Code",1440379
"The Indian Penal Code","Section 500 in The Indian Penal Code",1408202
"The Indian Penal Code","Section 505(1)(b) in The Indian Penal Code",360749
"The Indian Penal Code","Section 505(3) in The Indian Penal Code",584684
"The Indian Penal Code","Section 508(b) in The Indian Penal Code",1043367
"The Indian Penal Code","Section 511 in The Indian Penal Code",1185693
"The Indian Penal Code","Section 403(b) in The Indian Penal Code",620116
"The Indian Penal Code","Section 405(c) in The Indian Penal Code",422169
"The Indian Penal Code","Section 415(c) in The Indian Penal Code",195528
"The Indian Penal Code","Section 416(a) in The Indian Penal Code",1545690
"The Indian Penal Code","Section 425(a) in The Indian Penal Code",627030
"The Indian Penal Code","Section 426 in The Indian Penal Code",192961
"The Indian Penal Code","Section 436 in The Indian Penal Code",1517318
"The Indian Penal Code","Section 445 in The Indian Penal Code",508356
"The Indian Penal Code","Section 445(Sixthly)(b) in The Indian Penal Code",107911441
"The Indian Penal Code","Section 445(Sixthly)(g) in The Indian Penal Code",102125502
"The Indian Penal Code","Section 456 in The Indian Penal Code",1230184
"The Indian Penal Code","Section 464(b) in The Indian Penal Code",464774
"The Indian Penal Code","Section 464(j) in The Indian Penal Code",1296621
"The Indian Penal Code","Section 464(e) in The Indian Penal Code",317758
"The Indian Penal Code","Section 477 in The Indian Penal Code",722115
"The Indian Penal Code","Section 482 in The Indian Penal Code",903398
"The Indian Penal Code","Section 489 in The Indian Penal Code",1252503
"The Indian Penal Code","Section 490 in The Indian Penal Code",237387
"The Indian Penal Code","Section 503 in The Indian Penal Code",878688
"The Indian Penal Code","Section 507 in The Indian Penal Code",1255223
"Consumer Protection Act, 1986","Consumer Protection Act, 1986",1733066
"Consumer Protection Act, 1986","Section 1 in the Consumer Protection Act, 1986",345589
"Consumer Protection Act, 1986","Section 1(1) in the Consumer Protection Act, 1986",1448273
"Consumer Protection Act, 1986","Section 1(2) in the Consumer Protection Act, 1986",1418851
"Consumer Protection Act, 1986","Section 1(3) in the Consumer Protection Act, 1986",102389
"Consumer Protection Act, 1986","Section 1(4) in the Consumer Protection Act, 1986",1646670
"Consumer Protection Act, 1986","Section 2(1) in the Consumer Protection Act, 1986",1516524
"Consumer Protection Act, 1986","Section 2(1)(a) in the Consumer Protection Act, 1986",1150591
"Consumer Protection Act, 1986","Section 2(1)(a)(i) in the Consumer Protection Act, 1986",38173582
"Consumer Protection Act, 1986","Section 2(1)(a)(ii) in the Consumer Protection Act, 1986",1908845
"Consumer Protection Act, 1986","Section 2(1)(a)(iii) in the Consumer Protection Act, 1986",1266215
"Consumer Protection Act, 1986","Section 2(1)(aa) in the Consumer Protection Act, 1986",465498
"Consumer Protection Act, 1986","Section 2(1)(aa)(i) in the Consumer Protection Act, 1986",1295912
"Consumer Protection Act, 1986","Section 2(1)(aa)(ii) in the Consumer Protection Act, 1986",443666
"Consumer Protection Act, 1986","Section 2(1)(aa)(viii) in the Consumer Protection Act, 1986",8540034
"Consumer Protection Act, 1986","Section 2(1)(aa)(ix) in the Consumer Protection Act, 1986",50245316
"Consumer Protection Act, 1986","Section 2(1)(aa)(x) in the Consumer Protection Act, 1986",53208261
"Consumer Protection Act, 1986","Section 2(1)(aa)(x)(a) in the Consumer Protection Act, 1986",56061548
"Consumer Protection Act, 1986","Section 2(1)(aa)(x)(b) in the Consumer Protection Act, 1986",108149672
"Consumer Protection Act, 1986","Section 2(1)(aa)(x)(c) in the Consumer Protection Act, 1986",81397159
"Consumer Protection Act, 1986","Section 2(1)(b) in the Consumer Protection Act, 1986",1386117
"Consumer Protection Act, 1986","Section 2(1)(b)(i) in the Consumer Protection Act, 1986",1221569
"Consumer Protection Act, 1986","Section 2(1)(b)(ii) in the Consumer Protection Act, 1986",1181094
"Consumer Protection Act, 1986","Section 2(1)(b)(iii) in the Consumer Protection Act, 1986",1602474
"Consumer Protection Act, 1986","Section 2(1)(b)(iv) in the Consumer Protection Act, 1986",383223
"Consumer Protection Act, 1986","Section 2(1)(b)(v) in the Consumer Protection Act, 1986",121280306
"Consumer Protection Act, 1986","Section 2(1)(c) in the Consumer Protection Act, 1986",1877647
"Consumer Protection Act, 1986","Section 2(1)(c)(i) in the Consumer Protection Act, 1986",1388754
"Consumer Protection Act, 1986","Section 2(1)(c)(ii) in the Consumer Protection Act, 1986",1726858
"Consumer Protection Act, 1986","Section 2(1)(c)(iii) in the Consumer Protection Act, 1986",262665
"Consumer Protection Act, 1986","Section 2(1)(c)(iv) in the Consumer Protection Act, 1986",86496
"Consumer Protection Act, 1986","Section 2(1)(c)(iv)(a) in the Consumer Protection Act, 1986",16289877
"Consumer Protection Act, 1986","Section 2(1)(c)(iv)(b) in the Consumer Protection Act, 1986",38308342
"Consumer Protection Act, 1986","Section 2(1)(c)(iv)(c) in the Consumer Protection Act, 1986",136397779
"Consumer Protection Act, 1986","Section 2(1)(c)(iv)(d) in the Consumer Protection Act, 1986",32940737
"Consumer Protection Act, 1986","Section 2(1)(c)(v) in the Consumer Protection Act, 1986",62622
"Consumer Protection Act, 1986","Section 2(1)(b)(vi) in the Consumer Protection Act, 1986",11297933
"Consumer Protection Act, 1986","Section 2(1)(d) in the Consumer Protection Act, 1986",992267
"Consumer Protection Act, 1986","Section 2(1)(d)(i) in the Consumer Protection Act, 1986",745746
"Consumer Protection Act, 1986","Section 2(1)(d)(ii) in the Consumer Protection Act, 1986",1820593
"Consumer Protection Act, 1986","Section 2(1)(e) in the Consumer Protection Act, 1986",1706308
"Consumer Protection Act, 1986","Section 2(1)(f) in the Consumer Protection Act, 1986",135928
"Consumer Protection Act, 1986","Section 2(1)(g) in the Consumer Protection Act, 1986",1658883
"Consumer Protection Act, 1986","Section 2(1)(h) in the Consumer Protection Act, 1986",532250
"Consumer Protection Act, 1986","Section 2(1)(i) in the Consumer Protection Act, 1986",850510
"Consumer Protection Act, 1986","Section 2(1)(j) in the Consumer Protection Act, 1986",427217
"Consumer Protection Act, 1986","Section 2(1)(j)(i) in the Consumer Protection Act, 1986",1465754
"Consumer Protection Act, 1986","Section 2(1)(j)(ii) in the Consumer Protection Act, 1986",277867
"Consumer Protection Act, 1986","Section 2(1)(j)(iii) in the Consumer Protection Act, 1986",1238985
"Consumer Protection Act, 1986","Section 2(1)(jj) in the Consumer Protection Act, 1986",324699
"Consumer Protection Act, 1986","Section 2(1)(k) in the Consumer Protection Act, 1986",1724893
"Consumer Protection Act, 1986","Section 2(1)(l) in the Consumer Protection Act, 1986",1093527
"Consumer Protection Act, 1986","Section 2(1)(m) in the Consumer Protection Act, 1986",503992
"Consumer Protection Act, 1986","Section 2(1)(m)(i) in the Consumer Protection Act, 1986",955991
"Consumer Protection Act, 1986","Section 2(1)(m)(ii) in the Consumer Protection Act, 1986",360331
"Consumer Protection Act, 1986","Section 2(1)(m)(iii) in the Consumer Protection Act, 1986",1898256
"Consumer Protection Act, 1986","Section 2(1)(m)(iv) in the Consumer Protection Act, 1986",335777
"Consumer Protection Act, 1986","Section 2(1)(n) in the Consumer Protection Act, 1986",935961
"Consumer Protection Act, 1986","Section 2(1)(nn) in the Consumer Protection Act, 1986",1571990
"Consumer Protection Act, 1986","Section 2(1)(nnn) in the Consumer Protection Act, 1986",77868756
"Consumer Protection Act, 1986","Section 2(1)(o) in the Consumer Protection Act, 1986",1809742
"Consumer Protection Act, 1986","Section 2(1)(p) in the Consumer Protection Act, 1986",1949254
"Consumer Protection Act, 1986","Section 2(1)(q) in the Consumer Protection Act, 1986",1933664
"Consumer Protection Act, 1986","Section 2(1)(r) in the Consumer Protection Act, 1986",1463276
"Consumer Protection Act, 1986","Section 2(1)(r)(1) in the Consumer Protection Act, 1986",175394
"Consumer Protection Act, 1986","Section 2(1)(r)(1)(i) in the Consumer Protection Act, 1986",346283
"Consumer Protection Act, 1986","Section 2(1)(r)(1)(ii) in the Consumer Protection Act, 1986",1430751
"Consumer Protection Act, 1986","Section 2(1)(r)(1)(iii) in the Consumer Protection Act, 1986",74721
"Consumer Protection Act, 1986","Section 2(1)(r)(1)(iv) in the Consumer Protection Act, 1986",1957926
"Consumer Protection Act, 1986","Section 2(1)(r)(1)(v) in the Consumer Protection Act, 1986",621675
"Consumer Protection Act, 1986","Section 2(1)(r)(1)(vi) in the Consumer Protection Act, 1986",1342328
"Consumer Protection Act, 1986","Section 2(1)(r)(1)(vii) in the Consumer Protection Act, 1986",396909
"Consumer Protection Act, 1986","Section 2(2) in the Consumer Protection Act, 1986",136943714
"Consumer Protection Act, 1986","Section 2(2)(a) in the Consumer Protection Act, 1986",94782360
"Consumer Protection Act, 1986","Section 2(2)(b) in the Consumer Protection Act, 1986",142412088
"Consumer Protection Act, 1986","Section 2(3) in the Consumer Protection Act, 1986",172344883
"Consumer Protection Act, 1986","Section 2(3)(a) in the Consumer Protection Act, 1986",50185035
"Consumer Protection Act, 1986","Section 2(3A) in the Consumer Protection Act, 1986",86345332
"Consumer Protection Act, 1986","Section 2(4) in the Consumer Protection Act, 1986",196264672
"Consumer Protection Act, 1986","Section 2(5) in the Consumer Protection Act, 1986",70343583
"Consumer Protection Act, 1986","Section 2(6) in the Consumer Protection Act, 1986",57518361
"Consumer Protection Act, 1986","Section 3 in the Consumer Protection Act, 1986",1202608
"Consumer Protection Act, 1986","Section 4 in the Consumer Protection Act, 1986",733045
"Consumer Protection Act, 1986","Section 4(1) in the Consumer Protection Act, 1986",1800231
"Consumer Protection Act, 1986","Section 4(2) in the Consumer Protection Act, 1986",31648
"Consumer Protection Act, 1986","Section 4(2)(a) in the Consumer Protection Act, 1986",41569
"Consumer Protection Act, 1986","Section 4(2)(b) in the Consumer Protection Act, 1986",23497
"Consumer Protection Act, 1986","Section 5 in the Consumer Protection Act, 1986",1164361
"Consumer Protection Act, 1986","Section 5(1) in the Consumer Protection Act, 1986",627855
"Consumer Protection Act, 1986","Section 5(2) in the Consumer Protection Act, 1986",38615
"Consumer Protection Act, 1986","Section 6 in the Consumer Protection Act, 1986",1536207
"Consumer Protection Act, 1986","Section 6(a) in the Consumer Protection Act, 1986",1518463
"Consumer Protection Act, 1986","Section 6(b) in the Consumer Protection Act, 1986",363377
"Consumer Protection Act, 1986","Section 6(c) in the Consumer Protection Act, 1986",1286896
"Consumer Protection Act, 1986","Section 6(d) in the Consumer Protection Act, 1986",1478076
"Consumer Protection Act, 1986","Section 6(e) in the Consumer Protection Act, 1986",1906758
"Consumer Protection Act, 1986","Section 6(f) in the Consumer Protection Act, 1986",1135240
"Consumer Protection Act, 1986","Section 7 in the Consumer Protection Act, 1986",1697716
"Consumer Protection Act, 1986","Section 7(1) in the Consumer Protection Act, 1986",455668
"Consumer Protection Act, 1986","Section 7(1)(a) in the Consumer Protection Act, 1986",54565243
"Consumer Protection Act, 1986","Section 7(1)(b) in the Consumer Protection Act, 1986",117447395
"Consumer Protection Act, 1986","Section 7(3) in the Consumer Protection Act, 1986",516937
"Consumer Protection Act, 1986","Section 7(4) in the Consumer Protection Act, 1986",746821
"Consumer Protection Act, 1986","Section 8 in the Consumer Protection Act, 1986",350759
"Consumer Protection Act, 1986","Section 8(a) in the Consumer Protection Act, 1986",41492627
"Consumer Protection Act, 1986","Section 8A in the Consumer Protection Act, 1986",5226990
"Consumer Protection Act, 1986","Section 8A(1) in the Consumer Protection Act, 1986",126580018
"Consumer Protection Act, 1986","Section 8A(2) in the Consumer Protection Act, 1986",145434055
"Consumer Protection Act, 1986","Section 8A(2)(a) in the Consumer Protection Act, 1986",185550029
"Consumer Protection Act, 1986","Section 8A(2)(b) in the Consumer Protection Act, 1986",143996803
"Consumer Protection Act, 1986","Section 8A(3) in the Consumer Protection Act, 1986",7227473
"Consumer Protection Act, 1986","Section 8A(4) in the Consumer Protection Act, 1986",194757773
"Consumer Protection Act, 1986","Section 8B in the Consumer Protection Act, 1986",90621028
"Consumer Protection Act, 1986","Section 8B(a) in the Consumer Protection Act, 1986",161875215
"Consumer Protection Act, 1986","Section 9 in the Consumer Protection Act, 1986",785641
"Consumer Protection Act, 1986","Section 2(1)(c)(iv)(d) in the Consumer Protection Act, 1986",1376692
"Consumer Protection Act, 1986","Section 9(b) in the Consumer Protection Act, 1986",308980
"Consumer Protection Act, 1986","Section 9(c) in the Consumer Protection Act, 1986",525957
"Consumer Protection Act, 1986","Section 10 in the Consumer Protection Act, 1986",18380279
"Consumer Protection Act, 1986","Section 10(1) in the Consumer Protection Act, 1986",91170150
"Consumer Protection Act, 1986","Section 10(1)(a) in the Consumer Protection Act, 1986",14169690
"Consumer Protection Act, 1986","Section 10(1)(a)(i) in the Consumer Protection Act, 1986",101014182
"Consumer Protection Act, 1986","Section 10(1)(a)(ii) in the Consumer Protection Act, 1986",73525791
"Consumer Protection Act, 1986","Section 10(1)(a)(iii) in the Consumer Protection Act, 1986",108284235
"Consumer Protection Act, 1986","Section 10(1)(a)(iii)(a) in the Consumer Protection Act, 1986",36591960
"Consumer Protection Act, 1986","Section 10(1)(a)(iii)(b) in the Consumer Protection Act, 1986",174952750
"Consumer Protection Act, 1986","Section 10(1)(a)(iii)(c) in the Consumer Protection Act, 1986",180696069
"Consumer Protection Act, 1986","Section 10(1)(a)(iii)(d) in the Consumer Protection Act, 1986",90849227
"Consumer Protection Act, 1986","Section 10(1)(a)(iii)(e) in the Consumer Protection Act, 1986",158171920
"Consumer Protection Act, 1986","Section 10(1)(a)(iii)(f) in the Consumer Protection Act, 1986",187924939
"Consumer Protection Act, 1986","Section 10(3) in the Consumer Protection Act, 1986",92892925
"Consumer Protection Act, 1986","Section 11 in the Consumer Protection Act, 1986",1094200
"Consumer Protection Act, 1986","Section 11(1) in the Consumer Protection Act, 1986",1977340
"Consumer Protection Act, 1986","Section 11(2) in the Consumer Protection Act, 1986",1142452
"Consumer Protection Act, 1986","Section 11(2)(a) in the Consumer Protection Act, 1986",1790822
"Consumer Protection Act, 1986","Section 11(2)(b) in the Consumer Protection Act, 1986",633027
"Consumer Protection Act, 1986","Section 11(2)(c) in the Consumer Protection Act, 1986",1061990
"Consumer Protection Act, 1986","Section 12 in the Consumer Protection Act, 1986",1891987
"Consumer Protection Act, 1986","Section 12(1) in the Consumer Protection Act, 1986",137684443
"Consumer Protection Act, 1986","Section 12(1)(a) in the Consumer Protection Act, 1986",106533438
"Consumer Protection Act, 1986","Section 12(1)(b) in the Consumer Protection Act, 1986",15771568
"Consumer Protection Act, 1986","Section 12(1)(c) in the Consumer Protection Act, 1986",9346579
"Consumer Protection Act, 1986","Section 12(1)(d) in the Consumer Protection Act, 1986",75629674
"Consumer Protection Act, 1986","Section 12(2) in the Consumer Protection Act, 1986",120524476
"Consumer Protection Act, 1986","Section 12(3) in the Consumer Protection Act, 1986",170391574
"Consumer Protection Act, 1986","Section 12(4) in the Consumer Protection Act, 1986",15755172
"Consumer Protection Act, 1986","Section 13 in the Consumer Protection Act, 1986",1977503
"Consumer Protection Act, 1986","Section 13(1) in the Consumer Protection Act, 1986",1823226
"Consumer Protection Act, 1986","Section 13(1)(b) in the Consumer Protection Act, 1986",321845
"Consumer Protection Act, 1986","Section 13(1)(c) in the Consumer Protection Act, 1986",904712
"Consumer Protection Act, 1986","Section 13(1)(d) in the Consumer Protection Act, 1986",1607297
"Consumer Protection Act, 1986","Section 13(1)(e) in the Consumer Protection Act, 1986",672973
"Consumer Protection Act, 1986","Section 13(1)(f) in the Consumer Protection Act, 1986",1829203
"Consumer Protection Act, 1986","Section 13(1)(g) in the Consumer Protection Act, 1986",352511
"Consumer Protection Act, 1986","Section 13(2) in the Consumer Protection Act, 1986",1545556
"Consumer Protection Act, 1986","Section 13(2)(a) in the Consumer Protection Act, 1986",627008
"Consumer Protection Act, 1986","Section 13(2)(b) in the Consumer Protection Act, 1986",350745
"Consumer Protection Act, 1986","Section 13(2)(b)(i) in the Consumer Protection Act, 1986",1205208
"Consumer Protection Act, 1986","Section 13(2)(b)(ii) in the Consumer Protection Act, 1986",1358966
"Consumer Protection Act, 1986","Section 13(3) in the Consumer Protection Act, 1986",213048
"Consumer Protection Act, 1986","Section 13(3B) in the Consumer Protection Act, 1986",44605531
"Consumer Protection Act, 1986","Section 13(4) in the Consumer Protection Act, 1986",1087536
"Consumer Protection Act, 1986","Section 13(4)(i) in the Consumer Protection Act, 1986",1888553
"Consumer Protection Act, 1986","Section 13(4)(ii) in the Consumer Protection Act, 1986",997840
"Consumer Protection Act, 1986","Section 13(4)(iii) in the Consumer Protection Act, 1986",407487
"Consumer Protection Act, 1986","Section 13(4)(iv) in the Consumer Protection Act, 1986",757358
"Consumer Protection Act, 1986","Section 13(4)(v) in the Consumer Protection Act, 1986",1966430
"Consumer Protection Act, 1986","Section 13(4)(vi) in the Consumer Protection Act, 1986",778968
"Consumer Protection Act, 1986","Section 13(5) in the Consumer Protection Act, 1986",488218
"Consumer Protection Act, 1986","Section 14 in the Consumer Protection Act, 1986",550350
"Consumer Protection Act, 1986","Section 14(1) in the Consumer Protection Act, 1986",1434688
"Consumer Protection Act, 1986","Section 14(1)(a) in the Consumer Protection Act, 1986",611001
"Consumer Protection Act, 1986","Section 14(1)(b) in the Consumer Protection Act, 1986",780288
"Consumer Protection Act, 1986","Section 14(1)(c) in the Consumer Protection Act, 1986",446480
"Consumer Protection Act, 1986","Section 14(1)(d) in the Consumer Protection Act, 1986",1650356
"Consumer Protection Act, 1986","Section 14(1)(e) in the Consumer Protection Act, 1986",1300207
"Consumer Protection Act, 1986","Section 14(1)(f) in the Consumer Protection Act, 1986",1181675
"Consumer Protection Act, 1986","Section 14(1)(g) in the Consumer Protection Act, 1986",848941
"Consumer Protection Act, 1986","Section 14(1)(h) in the Consumer Protection Act, 1986",739344
"Consumer Protection Act, 1986","Section 14(1)(ha) in the Consumer Protection Act, 1986",18605106
"Consumer Protection Act, 1986","Section 14(1)(hb) in the Consumer Protection Act, 1986",89320091
"Consumer Protection Act, 1986","Section 14(1)(hc) in the Consumer Protection Act, 1986",132340123
"Consumer Protection Act, 1986","Section 14(1)(hc)(i) in the Consumer Protection Act, 1986",158273863
"Consumer Protection Act, 1986","Section 14(2) in the Consumer Protection Act, 1986",828818
"Consumer Protection Act, 1986","Section 14(2A) in the Consumer Protection Act, 1986",426097
"Consumer Protection Act, 1986","Section 14(3) in the Consumer Protection Act, 1986",1235606
"Consumer Protection Act, 1986","Section 15 in the Consumer Protection Act, 1986",864520
"Consumer Protection Act, 1986","Section 16 in the Consumer Protection Act, 1986",798312
"Consumer Protection Act, 1986","Section 16(1) in the Consumer Protection Act, 1986",116465
"Consumer Protection Act, 1986","Section 16(1)(a) in the Consumer Protection Act, 1986",803902
"Consumer Protection Act, 1986","Section 16(1)(a)(i) in the Consumer Protection Act, 1986",143963583
"Consumer Protection Act, 1986","Section 16(1)(a)(ii) in the Consumer Protection Act, 1986",28523602
"Consumer Protection Act, 1986","Section 16(1)(a)(iii) in the Consumer Protection Act, 1986",134272266
"Consumer Protection Act, 1986","Section 16(1)(a)(iii)(a) in the Consumer Protection Act, 1986",69372484
"Consumer Protection Act, 1986","Section 16(1)(a)(iii)(b) in the Consumer Protection Act, 1986",53004302
"Consumer Protection Act, 1986","Section 16(1)(a)(iii)(c) in the Consumer Protection Act, 1986",142722764
"Consumer Protection Act, 1986","Section 16(1)(a)(iii)(d) in the Consumer Protection Act, 1986",44618167
"Consumer Protection Act, 1986","Section 16(1)(a)(iii)(e) in the Consumer Protection Act, 1986",153497996
"Consumer Protection Act, 1986","Section 16(1)(a)(iii)(f) in the Consumer Protection Act, 1986",189306940
"Consumer Protection Act, 1986","Section 16(1A) in the Consumer Protection Act, 1986",21380690
"Consumer Protection Act, 1986","Section 16(1A)(i) in the Consumer Protection Act, 1986",124950038
"Consumer Protection Act, 1986","Section 16(1A)(ii) in the Consumer Protection Act, 1986",100045506
"Consumer Protection Act, 1986","Section 16(1A)(iii) in the Consumer Protection Act, 1986",11574961
"Consumer Protection Act, 1986","Section 16(1B) in the Consumer Protection Act, 1986",135991792
"Consumer Protection Act, 1986","Section 16(1B)(ii) in the Consumer Protection Act, 1986",11618953
"Consumer Protection Act, 1986","Section 16(1B)(iii) in the Consumer Protection Act, 1986",61873431
"Consumer Protection Act, 1986","Section 16(2) in the Consumer Protection Act, 1986",129009
"Consumer Protection Act, 1986","Section 16(4) in the Consumer Protection Act, 1986",1794864
"Consumer Protection Act, 1986","Section 17 in the Consumer Protection Act, 1986",1749394
"Consumer Protection Act, 1986","Section 17(1) in the Consumer Protection Act, 1986",96152914
"Consumer Protection Act, 1986","Section 17(1)(a) in the Consumer Protection Act, 1986",51582562
"Consumer Protection Act, 1986","Section 17(1)(a)(i) in the Consumer Protection Act, 1986",24424029
"Consumer Protection Act, 1986","Section 17(1)(a)(ii) in the Consumer Protection Act, 1986",114720969
"Consumer Protection Act, 1986","Section 17(1)(b) in the Consumer Protection Act, 1986",17055129
"Consumer Protection Act, 1986","Section 17(2) in the Consumer Protection Act, 1986",96766741
"Consumer Protection Act, 1986","Section 17(2)(a) in the Consumer Protection Act, 1986",150217103
"Consumer Protection Act, 1986","Section 17(2)(b) in the Consumer Protection Act, 1986",61548993
"Consumer Protection Act, 1986","Section 17(2)(c) in the Consumer Protection Act, 1986",85196700
"Consumer Protection Act, 1986","Section 17A in the Consumer Protection Act, 1986",27831883
"Consumer Protection Act, 1986","Section 17B in the Consumer Protection Act, 1986",147808157
"Consumer Protection Act, 1986","Section 18 in the Consumer Protection Act, 1986",808805
"Consumer Protection Act, 1986","Section 19 in the Consumer Protection Act, 1986",1907922
"Consumer Protection Act, 1986","Section 19(i) in the Consumer Protection Act, 1986",28249788
"Consumer Protection Act, 1986","Section 19(i)(a) in the Consumer Protection Act, 1986",120780602
"Consumer Protection Act, 1986","Section 19A in the Consumer Protection Act, 1986",139781977
"Consumer Protection Act, 1986","Section 20 in the Consumer Protection Act, 1986",1014113
"Consumer Protection Act, 1986","Section 20(1) in the Consumer Protection Act, 1986",1415116
"Consumer Protection Act, 1986","Section 20(1)(a) in the Consumer Protection Act, 1986",838485
"Consumer Protection Act, 1986","Section 20(1)(b) in the Consumer Protection Act, 1986",1267475
"Consumer Protection Act, 1986","Section 20(1)(b)(i) in the Consumer Protection Act, 1986",15664900
"Consumer Protection Act, 1986","Section 20(1)(b)(ii) in the Consumer Protection Act, 1986",134542740
"Consumer Protection Act, 1986","Section 20(1)(b)(iii) in the Consumer Protection Act, 1986",98141565
"Consumer Protection Act, 1986","Section 20(1)(b)(iii)(a) in the Consumer Protection Act, 1986",21386419
"Consumer Protection Act, 1986","Section 20(1)(b)(iii)(b) in the Consumer Protection Act, 1986",84818694
"Consumer Protection Act, 1986","Section 20(1)(b)(iii)(c) in the Consumer Protection Act, 1986",100372262
"Consumer Protection Act, 1986","Section 20(1)(b)(iii)(d) in the Consumer Protection Act, 1986",7628164
"Consumer Protection Act, 1986","Section 20(1)(b)(iii)(e) in the Consumer Protection Act, 1986",89072359
